  19	171.5115449480 1228.3763166705 12.3383895182 -85.9698379500
  24	1431.6696497929 13643.7273807751 79.3227576763 -972.7686103000
  45	1631.6696487929 13643.7273807751 103.3227556763 -1016.7947960000
  61	1631.6696487929 16000.0000000000 79.3227576763 -1080.1462960000
  83	1631.6696487929 16000.0000000000 91.3227566763 -1116.6914710000
  99	1681.6696485429 16000.0000000000 106.3227554263 -1119.4705020000
 104	1681.6696485429 16000.0000000000 94.3227564263 -1142.4376460000
 132	1706.6696484179 15900.0000000625 95.8227563013 -1150.4103160000
 138	1706.6696484179 15900.0000000625 97.3227561763 -1150.4891390000
 142	1706.6696484179 16000.0000000000 97.3227561763 -1153.3122630000
 158	1719.1696483554 16000.0000000000 98.8227560513 -1158.1389380000
 172	1719.1696483554 16000.0000000000 97.3227561763 -1158.4948520000
 200	1727.7633983125 15950.0000000313 98.0727561138 -1160.1858420000
 211	1727.7633983125 15950.0000000313 98.2133811021 -1160.1880920000
 223	1727.7633983125 15981.2500000117 97.6508811490 -1161.1626980000
 235	1727.7633983125 16000.0000000000 97.0883811958 -1161.6110570000
 241	1727.7633983125 16000.0000000000 98.5883810708 -1161.7587460000
 277	1727.7633983125 16000.0000000000 98.0258811177 -1161.8064720000
 328	1728.3249217472 15993.7500000039 98.1108420481 -1161.8184470000
 341	1728.3249217472 15993.7500000039 98.1408713425 -1161.8186180000
 361	1728.3249217472 16000.0000000000 98.1408713425 -1162.0187860000
 382	1728.3279735050 16000.0000000000 98.0965598228 -1162.0197680000
 395	1728.3310252628 16000.0000000000 98.0522483030 -1162.0199810000
 459	1728.3350306949 16000.0000000000 98.0618155630 -1162.0217460000
 460	1728.3470469912 16000.0000000000 98.0905173428 -1162.0268430000
 498	1728.3510524233 16000.0000000000 98.1000846027 -1162.0284760000
 499	1728.3630687196 16000.0000000000 98.1287863826 -1162.0331730000
 525	1728.3670741517 16000.0000000000 98.1383536425 -1162.0346720000
 538	1728.3710795839 16000.0000000000 98.1479209025 -1162.0361380000
 580	1728.3714372117 16000.0000000000 98.1450706086 -1162.0362890000
 754	1728.3714443416 15999.9999602318 98.1450711255 -1162.0362900000
 812	1728.3714444254 15999.9999721455 98.1450705386 -1162.0362910000
 901	1728.3714444254 15999.9999721455 98.1450705386 -1162.0362910000
