  19	171.5115449480 1228.3763166705 12.3383895182 -85.9698379500
  26	1631.6696487929 15243.7273797751 91.3227566763 -1101.0202280000
  48	1631.6696487929 16000.0000000000 91.3227566763 -1116.6914710000
  71	1681.6696485429 16000.0000000000 106.3227554263 -1119.4705020000
  78	1681.6696485429 16000.0000000000 94.3227564263 -1142.4376460000
 103	1694.1696484804 16000.0000000000 93.9477564576 -1147.5587980000
 105	1719.1696483554 16000.0000000000 94.6977563951 -1156.9464850000
 114	1719.1696483554 16000.0000000000 96.1977562701 -1158.1885560000
 137	1719.1696483554 16000.0000000000 96.4321312505 -1158.2948970000
 138	1719.1696483554 16000.0000000000 97.1352561919 -1158.4791840000
 155	1719.1696483554 16000.0000000000 97.3696311724 -1158.4966020000
 184	1723.0758983359 16000.0000000000 97.6040061529 -1160.0151080000
 186	1727.7633983125 16000.0000000000 97.7915061372 -1161.7902790000
 231	1727.7633983125 16000.0000000000 97.8852561294 -1161.7993330000
 232	1727.7633983125 16000.0000000000 98.1665061060 -1161.8059270000
 255	1727.7633983125 16000.0000000000 98.0727561138 -1161.8071410000
 268	1727.7664500703 16000.0000000000 98.0284445941 -1161.8076770000
 281	1727.8335887418 16000.0000000000 98.0324729140 -1161.8329880000
 282	1728.0350047564 16000.0000000000 98.0445578740 -1161.9088720000
 292	1728.1692820995 16000.0000000000 97.9625266308 -1161.9556050000
 320	1728.2364207710 16000.0000000000 97.9665549508 -1161.9808310000
 330	1728.3035594426 16000.0000000000 97.9705832708 -1162.0060480000
 340	1728.3706981141 16000.0000000000 97.9746115907 -1162.0312570000
 421	1728.3711115981 16000.0000000000 97.9745957657 -1162.0314100000
 459	1728.3714356052 16000.0000000000 97.9745076049 -1162.0315250000
 555	1728.3714409956 15999.9999572671 97.9745070536 -1162.0315260000
 562	1728.3714435091 15999.9999696208 97.9745056348 -1162.0315270000
 655	1728.3714439938 16000.0000000000 97.9745056982 -1162.0315280000
 713	1728.3714439938 16000.0000000000 97.9745056982 -1162.0315280000
