  11	1252.2993739017 9449.5476886242 85.6113927294 -688.4252353000
  25	1652.2993719017 11049.5476876242 120.0000000000 -742.8199255000
  52	1252.2993739017 12649.5476866242 60.0000050000 -829.3880448000
  54	1652.2993719017 14249.5476856242 120.0000000000 -987.6071836000
  56	1652.2993719017 15849.5476846242 108.0000010000 -1087.3274160000
  59	1652.2993719017 15849.5476846242 96.0000020000 -1123.1118130000
 103	1652.2993719017 16000.0000000000 96.0000020000 -1125.4233650000
 193	1652.2993719017 16000.0000000000 90.0000025000 -1126.6880950000
 223	1727.2993715267 16000.0000000000 99.0000017500 -1161.4664230000
 264	1727.2993715267 16000.0000000000 98.2500018125 -1161.6242380000
 296	1727.2993715267 16000.0000000000 98.0625018281 -1161.6318340000
 333	1728.0806215228 16000.0000000000 98.1562518203 -1161.9263930000
 415	1728.2759340218 16000.0000000000 98.1445330713 -1162.0002980000
 464	1728.2759340218 16000.0000000000 98.1210955732 -1162.0003730000
 569	1728.3705385135 16000.0000000000 98.1309832677 -1162.0359850000
 607	1728.3713014530 16000.0000000000 98.1319445714 -1162.0362720000
 663	1728.3714445041 16000.0000000000 98.1319131001 -1162.0363260000
1000	1728.3714445041 16000.0000000000 98.1319131001 -1162.0363260000
