  43	1344.9185331847 13709.1546805246 60.1238977859 -848.8170658000
  48	1344.9185331847 13709.1546805246 72.1238967859 -922.1594468000
  72	1544.9185321847 13709.1546805246 84.1238957859 -1010.5765400000
  88	1544.9185321847 15309.1546795246 84.1238957859 -1058.3820680000
  91	1544.9185321847 16000.0000000000 84.1238957859 -1058.8460790000
 105	1594.9185319347 15709.1546792746 99.1238945359 -1072.2161600000
 110	1594.9185319347 15709.1546792746 87.1238955359 -1091.8157610000
 116	1594.9185319347 16000.0000000000 87.1238955359 -1094.1882240000
 135	1694.9185314347 16000.0000000000 87.1238955359 -1131.3903160000
 138	1694.9185314347 16000.0000000000 99.1238945359 -1146.1070240000
 151	1694.9185314347 16000.0000000000 93.1238950359 -1147.1115160000
 166	1694.9185314347 16000.0000000000 96.1238947859 -1148.3768430000
 173	1707.4185313722 15950.0000000313 96.8738947234 -1152.3249560000
 180	1719.9185313097 16000.0000000000 98.3738945984 -1158.6435220000
 192	1719.9185313097 16000.0000000000 96.8738947234 -1158.7144770000
 220	1719.9185313097 16000.0000000000 97.1082697039 -1158.7614930000
 221	1719.9185313097 16000.0000000000 97.8113946453 -1158.7721800000
 244	1719.9185313097 16000.0000000000 97.2488946922 -1158.7791730000
 268	1719.9185313097 16000.0000000000 97.4832696726 -1158.7912720000
 271	1726.1685312785 16000.0000000000 98.2332696101 -1161.1892550000
 305	1728.1216562687 16000.0000000000 98.3065117915 -1161.9350460000
 326	1728.1216562687 16000.0000000000 98.2127617994 -1161.9403470000
 336	1728.1216562687 16000.0000000000 98.1190118072 -1161.9422630000
 351	1728.1247080265 16000.0000000000 98.0747002874 -1161.9431320000
 361	1728.1277597843 16000.0000000000 98.0303887677 -1161.9432310000
 369	1728.2986582209 16000.0000000000 98.0889825128 -1162.0086610000
 387	1728.3657968925 16000.0000000000 98.0930108328 -1162.0339160000
 400	1728.3688486503 16000.0000000000 98.0486993130 -1162.0340190000
 441	1728.3692062782 16000.0000000000 98.0458490192 -1162.0340590000
 442	1728.3702791618 16000.0000000000 98.0372981375 -1162.0341610000
 477	1728.3706367896 16000.0000000000 98.0344478437 -1162.0341890000
 487	1728.3709944175 16000.0000000000 98.0315975498 -1162.0342130000
 497	1728.3713520454 16000.0000000000 98.0287472559 -1162.0342350000
 611	1728.3714175981 16000.0000000000 98.0287379909 -1162.0342590000
 646	1728.3714343499 16000.0000000000 98.0287384872 -1162.0342650000
 648	1728.3714361903 16000.0000000000 98.0287383855 -1162.0342660000
 649	1728.3714417113 16000.0000000000 98.0287380803 -1162.0342680000
 793	1728.3714441805 15999.9999981788 98.0287381795 -1162.0342690000
 843	1728.3714441805 15999.9999981788 98.0287381795 -1162.0342690000
