   2	587.8013798070 3467.5104004119 54.3741281365 -140.7133319000
   6	1670.5635483249 15860.5109850492 105.7732550613 -1111.0327390000
  27	1670.5635483249 15860.5109850492 93.7732560613 -1134.1140160000
  42	1670.5635483249 16000.0000000000 93.7732560613 -1137.1854890000
  84	1720.5635480749 16000.0000000000 108.0000010000 -1141.0287860000
  93	1720.5635480749 16000.0000000000 96.0000020000 -1158.5641090000
 118	1720.5635480749 16000.0000000000 99.0000017500 -1158.6465020000
 138	1726.8135480436 15975.0000000156 98.6250017812 -1160.5891750000
 152	1726.8135480436 16000.0000000000 98.8593767617 -1161.3116190000
 159	1726.8135480436 16000.0000000000 97.3593768867 -1161.3636420000
 206	1726.8135480436 16000.0000000000 97.5937518672 -1161.4132560000
 207	1726.8135480436 16000.0000000000 98.2968768086 -1161.4325550000
 224	1726.8135480436 16000.0000000000 97.7343768555 -1161.4325610000
 240	1726.8135480436 16000.0000000000 97.9687518359 -1161.4474790000
 272	1728.2783917863 15987.5000000078 98.1210955732 -1161.6000480000
 284	1728.2783917863 15987.5000000078 98.1503924458 -1161.6002020000
 303	1727.9365949130 16000.0000000000 98.0332049556 -1161.8716720000
 328	1727.9365949130 16000.0000000000 98.1269549478 -1161.8723650000
 331	1728.3272199111 16000.0000000000 98.1884783801 -1162.0189840000
 374	1728.3272199111 16000.0000000000 98.0947283879 -1162.0194620000
 394	1728.3302716689 16000.0000000000 98.0504168682 -1162.0196440000
 449	1728.3342771010 16000.0000000000 98.0599841281 -1162.0214160000
 450	1728.3462933973 16000.0000000000 98.0886859080 -1162.0265320000
 474	1728.3502988294 16000.0000000000 98.0982531679 -1162.0281710000
 475	1728.3623151257 16000.0000000000 98.1269549478 -1162.0328870000
 501	1728.3663205579 16000.0000000000 98.1365222077 -1162.0343930000
 516	1728.3703259900 16000.0000000000 98.1460894676 -1162.0358650000
 569	1728.3706836178 16000.0000000000 98.1432391738 -1162.0360140000
 594	1728.3710412457 16000.0000000000 98.1403888799 -1162.0361600000
 608	1728.3713988736 16000.0000000000 98.1375385860 -1162.0363020000
 758	1728.3714422747 15999.9996662646 98.1375437336 -1162.0363080000
 792	1728.3714157881 16000.0000000000 98.1375423795 -1162.0363090000
 798	1728.3714393215 16000.0000000000 98.1375318839 -1162.0363170000
 860	1728.3714442930 15999.9999533120 98.1375307274 -1162.0363180000
 943	1728.3714442930 15999.9999533120 98.1375307274 -1162.0363180000
