  17	1076.2606863196 6305.5692466742 100.7543777523 -243.6278291000
  27	1526.7304704269 15459.7959075379 73.2859438003 -1012.6676980000
  38	1526.7304704269 15459.7959075379 85.2859428003 -1047.4944860000
  49	1626.7304699269 15459.7959075379 85.2859428003 -1095.3218790000
  51	1626.7304699269 16000.0000000000 85.2859428003 -1107.3797530000
  62	1726.7304694269 16000.0000000000 85.2859428003 -1121.7153050000
  65	1726.7304694269 16000.0000000000 97.2859418003 -1161.3138530000
 100	1726.7304694269 16000.0000000000 97.5203167808 -1161.3697610000
 101	1726.7304694269 16000.0000000000 98.2234417222 -1161.4074820000
 170	1728.2929694191 16000.0000000000 98.2234417222 -1162.0049490000
 183	1728.2929694191 16000.0000000000 98.1296917300 -1162.0067860000
 215	1728.2960211769 16000.0000000000 98.0853802103 -1162.0076160000
 225	1728.2990729347 16000.0000000000 98.0410686905 -1162.0076780000
 227	1728.3356940282 16000.0000000000 97.9824749454 -1162.0187020000
 267	1728.3396994603 16000.0000000000 97.9920422054 -1162.0207200000
 268	1728.3517157567 16000.0000000000 98.0207439852 -1162.0265750000
 286	1728.3557211888 16000.0000000000 98.0303112451 -1162.0284600000
 287	1728.3677374851 16000.0000000000 98.0590130250 -1162.0339140000
 326	1728.3677374851 16000.0000000000 98.0700222404 -1162.0341990000
 327	1728.3677374851 16000.0000000000 98.1030498865 -1162.0347740000
 376	1728.3680951130 16000.0000000000 98.1001995927 -1162.0348760000
 377	1728.3691679966 16000.0000000000 98.0916487110 -1162.0351600000
 395	1728.3695256244 16000.0000000000 98.0887984172 -1162.0352490000
 396	1728.3705985080 16000.0000000000 98.0802475355 -1162.0354950000
 414	1728.3709561359 16000.0000000000 98.0773972417 -1162.0355710000
 424	1728.3713137638 16000.0000000000 98.0745469478 -1162.0356430000
 550	1728.3714320541 15999.9986884461 98.0746020525 -1162.0356470000
 565	1728.3714148246 16000.0000000000 98.0746074952 -1162.0356820000
 591	1728.3714383580 16000.0000000000 98.0745969996 -1162.0356910000
 648	1728.3714437484 15999.9999572671 98.0745964483 -1162.0356920000
 685	1728.3714442331 16000.0000000000 98.0745965117 -1162.0356930000
 746	1728.3714442331 16000.0000000000 98.0745965117 -1162.0356930000
