  44	1544.9185321847 13709.1546805246 84.1238957859 -1010.5765400000
  49	1544.9185321847 16000.0000000000 84.1238957859 -1058.8460790000
  89	1644.9185316847 15600.0000002500 93.1238950359 -1116.2738050000
  91	1644.9185316847 16000.0000000000 93.1238950359 -1123.7223020000
 112	1694.9185314347 15600.0000002500 96.1238947859 -1136.5544740000
 115	1694.9185314347 16000.0000000000 96.1238947859 -1148.3768430000
 145	1719.9185313097 15900.0000000625 97.6238946609 -1155.6518210000
 148	1719.9185313097 16000.0000000000 97.6238946609 -1158.7882040000
 174	1727.7310312707 15950.0000000313 98.2801446062 -1160.1744920000
 180	1727.7310312707 16000.0000000000 98.2801446062 -1161.7875130000
 227	1728.3169687677 16000.0000000000 98.1278008689 -1162.0158230000
 292	1728.3200205255 16000.0000000000 98.0834893492 -1162.0165900000
 354	1728.3240259576 16000.0000000000 98.0930566091 -1162.0182400000
 355	1728.3360422540 16000.0000000000 98.1217583890 -1162.0229920000
 373	1728.3518732475 16000.0000000000 98.0953568714 -1162.0287240000
 378	1728.3640802787 16000.0000000000 98.0752152715 -1162.0329470000
 389	1728.3640802787 16000.0000000000 98.1543168274 -1162.0334510000
 429	1728.3680857108 16000.0000000000 98.1638840874 -1162.0348590000
 510	1728.3684433387 16000.0000000000 98.1610337935 -1162.0350280000
 511	1728.3695162223 16000.0000000000 98.1524829119 -1162.0355160000
 524	1728.3695162223 16000.0000000000 98.1467780326 -1162.0355560000
 525	1728.3695162223 16000.0000000000 98.1296633947 -1162.0356000000
 569	1728.3698738502 16000.0000000000 98.1268131008 -1162.0357300000
 570	1728.3709467338 16000.0000000000 98.1182622192 -1162.0361040000
 595	1728.3713043616 16000.0000000000 98.1154119253 -1162.0362220000
 726	1728.3714360186 15999.9987765215 98.1154289950 -1162.0362320000
 735	1728.3713621910 16000.0000000000 98.1154495115 -1162.0362440000
 766	1728.3714395469 15999.9992783181 98.1154482626 -1162.0362500000
 804	1728.3714223175 16000.0000000000 98.1154537053 -1162.0362660000
 809	1728.3714236795 16000.0000000000 98.1154355465 -1162.0362670000
 810	1728.3714277657 16000.0000000000 98.1153810701 -1162.0362680000
 811	1728.3714441104 16000.0000000000 98.1151631648 -1162.0362730000
1000	1728.3714441104 16000.0000000000 98.1151631648 -1162.0362730000
