   2	587.8013798070 3467.5104004119 54.3741281365 -140.7133319000
   6	1670.5635483249 15860.5109850492 105.7732550613 -1111.0327390000
  27	1670.5635483249 15860.5109850492 93.7732560613 -1134.1140160000
  36	1670.5635483249 16000.0000000000 93.7732560613 -1137.1854890000
  68	1720.5635480749 16000.0000000000 93.7732560613 -1156.0659360000
  71	1720.5635480749 16000.0000000000 99.7732555613 -1158.1158510000
  87	1720.5635480749 16000.0000000000 96.7732558113 -1158.9253040000
 111	1720.5635480749 16000.0000000000 97.0076307918 -1158.9863410000
 112	1720.5635480749 16000.0000000000 97.7107557332 -1159.0381820000
 128	1726.8135480436 16000.0000000000 96.9607557957 -1161.2285260000
 134	1726.8135480436 16000.0000000000 98.4607556707 -1161.4096510000
 162	1726.8135480436 16000.0000000000 97.8982557175 -1161.4452490000
 243	1726.8135480436 16000.0000000000 97.9920057097 -1161.4477910000
 246	1727.9854230378 16000.0000000000 98.1326306980 -1161.8907530000
 269	1728.0525617093 16000.0000000000 98.1366590180 -1161.9160720000
 270	1728.2539777239 16000.0000000000 98.1487439779 -1161.9919800000
 288	1728.3211163955 16000.0000000000 98.1527722979 -1162.0172650000
 301	1728.3241681533 16000.0000000000 98.1084607782 -1162.0184570000
 310	1728.3272199111 16000.0000000000 98.0641492584 -1162.0188810000
 341	1728.3312253432 16000.0000000000 98.0737165184 -1162.0206030000
 342	1728.3432416395 16000.0000000000 98.1024182982 -1162.0255680000
 367	1728.3600263074 16000.0000000000 98.0980237673 -1162.0318200000
 388	1728.3640317395 16000.0000000000 98.1075910272 -1162.0334280000
 398	1728.3680371716 16000.0000000000 98.1171582872 -1162.0350040000
 439	1728.3683947995 16000.0000000000 98.1143079933 -1162.0351210000
 440	1728.3694676831 16000.0000000000 98.1057571117 -1162.0354530000
 458	1728.3698253110 16000.0000000000 98.1029068178 -1162.0355570000
 459	1728.3708981946 16000.0000000000 98.0943559362 -1162.0358500000
 477	1728.3712558224 16000.0000000000 98.0915056423 -1162.0359420000
 582	1728.3713678343 15999.9994593672 98.0914841672 -1162.0359660000
 597	1728.3714288243 16000.0000000000 98.0914995640 -1162.0360060000
 632	1728.3714435418 16000.0000000000 98.0915083185 -1162.0360120000
 834	1728.3714435418 16000.0000000000 98.0915083185 -1162.0360120000
