  21	1455.4853158418 13103.8899585786 79.3542060352 -961.1584237000
  23	1655.4853148418 16000.0000000000 91.3542050352 -1129.2721660000
  73	1705.4853145918 15600.0000002500 94.3542047852 -1138.6045390000
  83	1705.4853145918 16000.0000000000 94.3542047852 -1152.0762120000
 133	1705.4853145918 16000.0000000000 97.3542045352 -1152.7771130000
 165	1727.3603144824 16000.0000000000 98.1042044727 -1161.6544540000
 203	1728.1415644785 16000.0000000000 98.1510794688 -1161.9495110000
 269	1728.3368769776 16000.0000000000 98.1510794688 -1162.0232230000
 302	1728.3368769776 16000.0000000000 98.1159232217 -1162.0232820000
 322	1728.3368769776 16000.0000000000 98.1393607197 -1162.0232960000
 342	1728.3368769776 16000.0000000000 98.1276419707 -1162.0233160000
 491	1728.3612910399 16000.0000000000 98.0236380731 -1162.0302710000
 493	1728.3612910399 16000.0000000000 98.1320365016 -1162.0325050000
 548	1728.3704463133 16000.0000000000 98.1325858179 -1162.0359500000
 586	1728.3712092528 16000.0000000000 98.1322196070 -1162.0362370000
 624	1728.3713999876 16000.0000000000 98.1316588466 -1162.0363090000
 757	1728.3714445980 16000.0000000000 98.1312971815 -1162.0363260000
1000	1728.3714445980 16000.0000000000 98.1312971815 -1162.0363260000
