  44	1412.1675858823 12152.8680384345 77.0547544811 -903.5668917000
  46	1612.1675848823 13752.8680374345 89.0547534811 -1026.7365730000
  52	1612.1675848823 16000.0000000000 89.0547534811 -1105.2432370000
  89	1662.1675846323 15600.0000002500 95.0547529811 -1123.6041620000
  92	1662.1675846323 16000.0000000000 95.0547529811 -1132.3114010000
 105	1712.1675843823 15600.0000002500 101.0547524811 -1140.4503870000
 107	1712.1675843823 16000.0000000000 101.0547524811 -1152.5570900000
 123	1712.1675843823 16000.0000000000 95.0547529811 -1154.9967210000
 140	1712.1675843823 16000.0000000000 98.0547527311 -1155.4572990000
 154	1724.6675843198 15950.0000000313 98.8047526686 -1158.9085700000
 163	1724.6675843198 15950.0000000313 97.3047527936 -1158.9589590000
 169	1724.6675843198 16000.0000000000 97.3047527936 -1160.5710640000
 207	1727.7925843042 15962.5000000234 98.0547527311 -1160.6064290000
 221	1727.7925843042 16000.0000000000 98.2891277116 -1161.8104100000
 268	1727.7925843042 16000.0000000000 98.1953777194 -1161.8159750000
 297	1727.7925843042 16000.0000000000 98.1016277272 -1161.8181560000
 307	1727.9878968032 16000.0000000000 98.2481120900 -1161.8877900000
 348	1727.9878968032 16000.0000000000 98.1543620978 -1161.8913470000
 351	1728.1832093022 16000.0000000000 98.0957683527 -1161.9653650000
 383	1728.2503479738 16000.0000000000 98.0997966727 -1161.9906400000
 396	1728.3174866453 16000.0000000000 98.1038249927 -1162.0159070000
 413	1728.3205384031 16000.0000000000 98.0595134729 -1162.0162600000
 465	1728.3245438352 16000.0000000000 98.0690807329 -1162.0179960000
 466	1728.3365601315 16000.0000000000 98.0977825127 -1162.0230070000
 491	1728.3405655636 16000.0000000000 98.1073497726 -1162.0246100000
 492	1728.3525818600 16000.0000000000 98.1360515525 -1162.0292210000
 515	1728.3565872921 16000.0000000000 98.1456188124 -1162.0306910000
 516	1728.3686035884 16000.0000000000 98.1743205923 -1162.0349030000
 535	1728.3686035884 16000.0000000000 98.1512035288 -1162.0351820000
 588	1728.3689612163 16000.0000000000 98.1483532349 -1162.0353370000
 589	1728.3700340999 16000.0000000000 98.1398023533 -1162.0357820000
 614	1728.3703917277 16000.0000000000 98.1369520594 -1162.0359240000
 627	1728.3707493556 16000.0000000000 98.1341017655 -1162.0360630000
 640	1728.3711069835 16000.0000000000 98.1312514716 -1162.0361990000
 730	1728.3714243229 15999.9971132725 98.1312601200 -1162.0362260000
 764	1728.3713666129 16000.0000000000 98.1312872229 -1162.0362970000
 805	1728.3714323061 16000.0000000000 98.1312796049 -1162.0363210000
 863	1728.3714341465 16000.0000000000 98.1312795032 -1162.0363220000
 864	1728.3714396675 16000.0000000000 98.1312791981 -1162.0363240000
 870	1728.3714410296 16000.0000000000 98.1312610393 -1162.0363250000
1000	1728.3714410296 16000.0000000000 98.1312610393 -1162.0363250000
