   7	708.2714060899 4760.7029258578 55.0537941293 -303.6071636000
  49	1300.6016031886 14037.4406172209 67.8923436142 -880.6963804000
  59	1500.6016021886 14037.4406172209 91.8923416142 -1003.7054580000
  69	1700.6016011886 14037.4406172209 91.8923416142 -1046.2457500000
  74	1700.6016011886 16000.0000000000 91.8923416142 -1147.1615170000
 121	1700.6016011886 16000.0000000000 97.8923411142 -1150.2323000000
 134	1725.6016010636 15800.0000001250 99.3923409892 -1154.0705970000
 137	1725.6016010636 16000.0000000000 99.3923409892 -1160.5845200000
 168	1727.9453510518 15975.0000000156 98.5485910596 -1161.0413080000
 171	1727.9453510518 16000.0000000000 98.5485910596 -1161.8371160000
 188	1727.9453510518 16000.0000000000 97.9860911064 -1161.8733080000
 261	1727.9453510518 16000.0000000000 98.0798410986 -1161.8757390000
 283	1728.3481830811 15996.8750000020 98.1265329893 -1161.9275420000
 305	1728.3512348389 15997.4121093766 98.0822214695 -1161.9453650000
 306	1728.3603901123 15999.0234375006 97.9492869103 -1161.9943910000
 331	1728.3634418701 15999.5605468753 97.9049753905 -1162.0092470000
 344	1728.3664936279 16000.0000000000 97.8606638708 -1162.0202150000
 382	1728.3704990600 16000.0000000000 97.8702311307 -1162.0226830000
 491	1728.3704938446 16000.0000000000 97.8705937318 -1162.0227180000
 492	1728.3704781984 16000.0000000000 97.8716815351 -1162.0228230000
 493	1728.3704156135 16000.0000000000 97.8760327483 -1162.0232370000
 494	1728.3701652740 16000.0000000000 97.8934376012 -1162.0248180000
 495	1728.3691639159 15999.9999999998 97.9630570126 -1162.0299560000
 496	1728.3651584838 15999.9999999993 98.2415346581 -1162.0316120000
 540	1728.3698076461 16000.0000000000 98.2429297643 -1162.0333170000
 592	1728.3708490976 15999.9958341941 98.2428635906 -1162.0335820000
 658	1728.3711578310 15999.9973541126 98.2426825639 -1162.0337560000
 690	1728.3714196723 15999.9964518007 98.2426357069 -1162.0338280000
 694	1728.3711493560 16000.0000000000 98.2426141319 -1162.0338400000
 710	1728.3713983916 16000.0000000000 98.2426755880 -1162.0339320000
 771	1728.3714183263 16000.0000000000 98.2426984396 -1162.0339380000
 848	1728.3714350781 16000.0000000000 98.2426989359 -1162.0339450000
 886	1728.3714441522 16000.0000000000 98.2426981777 -1162.0339480000
 991	1728.3714441522 16000.0000000000 98.2426981777 -1162.0339480000
