  19	171.5115449480 1228.3763166705 12.3383895182 -85.9698379500
  21	1571.5115379480 14028.3763086705 96.3383825182 -1030.0066570000
  88	1571.5115379480 14400.0000010000 96.3383825182 -1042.9086540000
 104	1571.5115379480 14400.0000010000 84.3383835182 -1045.3470880000
 117	1571.5115379480 16000.0000000000 84.3383835182 -1077.5922230000
 150	1721.5115371980 16000.0000000000 96.3383825182 -1159.0866200000
 195	1727.7615371667 16000.0000000000 98.2133823619 -1161.8033390000
 215	1727.7615371667 16000.0000000000 98.0258823776 -1161.8057720000
 318	1728.3474746638 16000.0000000000 98.0961948717 -1162.0270840000
 338	1728.3474746638 16000.0000000000 98.1430698678 -1162.0272720000
 358	1728.3474746638 16000.0000000000 98.1313511188 -1162.0273050000
 466	1728.3627334528 16000.0000000000 98.1696201586 -1162.0327610000
 495	1728.3657852106 16000.0000000000 98.1253086388 -1162.0341890000
 497	1728.3657852106 16000.0000000000 98.1319004351 -1162.0341960000
 545	1728.3688369684 16000.0000000000 98.0875889154 -1162.0349700000
 547	1728.3688369684 16000.0000000000 98.1300693806 -1162.0353440000
 567	1728.3688369684 16000.0000000000 98.1315342242 -1162.0353450000
 620	1728.3711257867 16000.0000000000 98.1317631060 -1162.0362060000
 738	1728.3711507462 16000.0000000000 98.1323194297 -1162.0362150000
 739	1728.3712256245 16000.0000000000 98.1339884006 -1162.0362430000
 741	1728.3714431815 16000.0000000000 98.1320589984 -1162.0363250000
 941	1728.3714446212 16000.0000000000 98.1322896395 -1162.0363260000
1000	1728.3714446212 16000.0000000000 98.1322896395 -1162.0363260000
