  18	1007.1604251229 6595.9232633560 73.0259423935 -437.5754336000
  19	903.4067504696 7382.0344446496 60.7943914322 -541.3707281000
  27	903.4067504696 8982.0344436496 48.7943924322 -618.8151660000
  47	1703.4067464696 13782.0344406496 108.7943874322 -1030.0852810000
  59	1703.4067464696 16000.0000000000 108.7943874322 -1126.5561610000
  72	1703.4067464696 16000.0000000000 96.7943884322 -1152.0201360000
 255	1719.0317463915 15875.0000000781 96.4193884634 -1154.1952570000
 281	1722.1567463759 16000.0000000000 99.0443882447 -1159.3068970000
 283	1722.1567463759 16000.0000000000 98.2943883072 -1159.5868270000
 302	1722.1567463759 16000.0000000000 97.5443883697 -1159.6601910000
 343	1725.2817463602 16000.0000000000 98.1068883228 -1160.8568060000
 372	1727.6254963485 16000.0000000000 98.1068883228 -1161.7549270000
 427	1728.2114338456 16000.0000000000 98.1654820679 -1161.9756830000
 429	1728.2114338456 16000.0000000000 98.1186070718 -1161.9760870000
 479	1728.3579182198 16000.0000000000 98.1332555081 -1162.0312340000
 517	1728.3701252510 16000.0000000000 98.1317906645 -1162.0358290000
 684	1728.3704828789 16000.0000000000 98.1289403706 -1162.0359630000
 686	1728.3714365532 16000.0000000000 98.1267717154 -1162.0363180000
 813	1728.3714446208 16000.0000000000 98.1314961997 -1162.0363260000
1000	1728.3714446208 16000.0000000000 98.1314961997 -1162.0363260000
