  18	1007.1604251229 6595.9232633560 73.0259423935 -437.5754336000
  19	903.4067504696 7382.0344446496 60.7943914322 -541.3707281000
  27	903.4067504696 7382.0344446496 48.7943924322 -550.2067599000
  41	1433.9725703907 10880.5109118631 93.5811766873 -807.1648512000
  58	1233.9725713907 12480.5109108631 69.5811786873 -846.1653015000
  64	1433.9725703907 14080.5109098631 69.5811786873 -948.7806752000
  82	1633.9725693907 14080.5109098631 93.5811766873 -1052.9807840000
  85	1633.9725693907 16000.0000000000 93.5811766873 -1116.6942500000
 129	1696.4725690782 15900.0000000625 101.8311759998 -1140.1601720000
 132	1696.4725690782 16000.0000000000 101.8311759998 -1142.3906390000
 142	1696.4725690782 16000.0000000000 95.8311764998 -1149.1041630000
 160	1721.4725689532 15800.0000001250 98.8311762498 -1152.7289720000
 166	1721.4725689532 16000.0000000000 98.8311762498 -1159.1205490000
 203	1727.7225689220 15975.0000000156 98.5030512772 -1160.9625740000
 231	1727.7225689220 16000.0000000000 98.7374262576 -1161.7097660000
 248	1727.7225689220 16000.0000000000 98.1749263045 -1161.7901340000
 289	1727.7225689220 16000.0000000000 98.0811763123 -1161.7917640000
 297	1728.3085064191 15996.0937500024 98.2569575477 -1161.8847350000
 318	1728.3085064191 16000.0000000000 98.2569575477 -1162.0093780000
 354	1728.3085064191 16000.0000000000 98.1632075555 -1162.0123840000
 374	1728.3115581769 16000.0000000000 98.1188960357 -1162.0137730000
 389	1728.3146099347 16000.0000000000 98.0745845160 -1162.0143930000
 443	1728.3186153668 16000.0000000000 98.0841517759 -1162.0160740000
 444	1728.3306316631 16000.0000000000 98.1128535558 -1162.0209170000
 468	1728.3346370952 16000.0000000000 98.1224208157 -1162.0224650000
 469	1728.3466533915 16000.0000000000 98.1511225956 -1162.0269090000
 491	1728.3506588236 16000.0000000000 98.1606898555 -1162.0283240000
 492	1728.3626751200 16000.0000000000 98.1893916353 -1162.0323690000
 514	1728.3666805521 16000.0000000000 98.1989588953 -1162.0336510000
 527	1728.3706859842 16000.0000000000 98.2085261552 -1162.0349000000
 592	1728.3710436121 16000.0000000000 98.2056758613 -1162.0351180000
 604	1728.3714012399 16000.0000000000 98.2028255675 -1162.0353330000
 757	1728.3714417072 15999.9998409274 98.2028238319 -1162.0353430000
 781	1728.3714437250 15999.9998725309 98.2028251952 -1162.0353450000
 787	1728.3714359264 16000.0000000000 98.2028234168 -1162.0353460000
 794	1728.3714410412 16000.0000000000 98.2028291302 -1162.0353480000
 848	1728.3714445036 15999.9999832706 98.2028288410 -1162.0353490000
 936	1728.3714445036 15999.9999832706 98.2028288410 -1162.0353490000
