  38	1535.0743180419 11716.1944861560 108.9315389356 -838.6872600000
  53	1535.0743180419 14916.1944841560 72.9315419356 -999.0014519000
  65	1535.0743180419 16000.0000000000 72.9315419356 -1015.7294070000
 101	1535.0743180419 14400.0000010000 84.9315409356 -1036.9283000000
 118	1535.0743180419 16000.0000000000 84.9315409356 -1050.6332870000
 175	1685.0743172919 16000.0000000000 108.9315389356 -1112.1354000000
 176	1685.0743172919 16000.0000000000 96.9315399356 -1143.2011480000
 245	1685.0743172919 16000.0000000000 93.9315401856 -1143.8376460000
 262	1722.5743171044 16000.0000000000 98.4315398106 -1159.7208810000
 335	1728.0430670770 16000.0000000000 98.1034148380 -1161.9126520000
 450	1728.3360358255 15998.8281250007 98.0858367144 -1161.9851200000
 452	1728.3360358255 16000.0000000000 98.1327117105 -1162.0229970000
 522	1728.3696051613 15999.9267578125 98.1308806560 -1162.0332920000
 524	1728.3696051613 16000.0000000000 98.1308806560 -1162.0356340000
 570	1728.3711310402 16000.0000000000 98.1312468669 -1162.0362080000
 659	1728.3714409844 16000.0000000000 98.1316667220 -1162.0363250000
 697	1728.3714439646 16000.0000000000 98.1317051670 -1162.0363260000
1000	1728.3714439646 16000.0000000000 98.1317051670 -1162.0363260000
