  11	1252.2993739017 9449.5476886242 85.6113927294 -688.4252353000
  27	1252.2993739017 9449.5476886242 73.6113937294 -709.2988844000
  37	1252.2993739017 11049.5476876242 61.6113947294 -783.6805375000
  46	1535.8238197407 14750.1113618969 86.1345716610 -1046.2729260000
  53	1535.8238197407 16000.0000000000 86.1345716610 -1050.1961420000
  89	1585.8238194907 16000.0000000000 89.1345714110 -1087.7051710000
 102	1685.8238189907 16000.0000000000 89.1345714110 -1136.7322540000
 106	1685.8238189907 16000.0000000000 101.1345704110 -1137.3501710000
 124	1685.8238189907 16000.0000000000 95.1345709110 -1144.3568710000
 142	1698.3238189282 16000.0000000000 94.7595709423 -1149.6537810000
 144	1723.3238188032 16000.0000000000 93.2595710673 -1155.8517360000
 151	1723.3238188032 16000.0000000000 99.2595705673 -1159.6891250000
 169	1723.3238188032 16000.0000000000 97.7595706923 -1160.1140190000
 229	1727.6206937817 15993.7500000039 97.5251957118 -1161.4920850000
 253	1727.2788969084 16000.0000000000 97.4080082216 -1161.5434180000
 273	1727.2788969084 16000.0000000000 97.5017582138 -1161.5653650000
 274	1727.2788969084 16000.0000000000 97.7830081903 -1161.6102570000
 285	1727.8648344055 16000.0000000000 97.9587894257 -1161.8419140000
 304	1727.8648344055 16000.0000000000 98.0525394179 -1161.8451200000
 321	1727.9319730770 16000.0000000000 98.0565677378 -1161.8704260000
 322	1728.1333890916 16000.0000000000 98.0686526978 -1161.9462940000
 332	1728.3042875283 16000.0000000000 98.0803714468 -1162.0106330000
 350	1728.3714261998 16000.0000000000 98.0843997668 -1162.0358850000
 551	1728.3714429516 16000.0000000000 98.0844002631 -1162.0358910000
 610	1728.3714445647 15999.9999966124 98.0844001149 -1162.0358920000
 697	1728.3714445647 15999.9999966124 98.0844001149 -1162.0358920000
