  22	1465.4605170350 9590.6723068085 106.5649446345 -634.6321103000
  24	1665.4605160350 15990.6723028085 94.5649456345 -1134.2325300000
  54	1665.4605160350 16000.0000000000 94.5649456345 -1134.4045960000
 109	1715.4605157850 16000.0000000000 97.5649453845 -1156.9963920000
 177	1727.9605157225 16000.0000000000 102.2524449939 -1158.7709230000
 179	1727.9605157225 16000.0000000000 98.5024453064 -1161.8505350000
 197	1727.9605157225 16000.0000000000 97.7524453689 -1161.8578810000
 231	1727.9605157225 16000.0000000000 98.1274453376 -1161.8813980000
 364	1728.3511407206 16000.0000000000 98.1508828357 -1162.0286020000
 382	1728.3511407206 16000.0000000000 98.1274453376 -1162.0286830000
 449	1728.3511407206 16000.0000000000 98.1303750249 -1162.0286850000
 533	1728.3541924784 16000.0000000000 98.0860635051 -1162.0294520000
 535	1728.3663995095 16000.0000000000 98.1322060794 -1162.0344270000
 603	1728.3694512673 16000.0000000000 98.0878945597 -1162.0352060000
 605	1728.3694512673 16000.0000000000 98.1318398685 -1162.0355760000
 679	1728.3713586160 16000.0000000000 98.1314736576 -1162.0362940000
 734	1728.3714420625 16000.0000000000 98.1316696376 -1162.0363250000
 787	1728.3714442976 16000.0000000000 98.1317459018 -1162.0363260000
1000	1728.3714442976 16000.0000000000 98.1317459018 -1162.0363260000
