   7	708.2714060899 4760.7029258578 55.0537941293 -303.6071636000
  55	1258.2714033399 9560.7029228578 85.0537916293 -700.5779860000
  57	1458.2714023399 14360.7029198578 73.0537926293 -979.9078047000
  59	1658.2714013399 14360.7029198578 120.0000000000 -995.9489686000
  79	1658.2714013399 15960.7029188578 96.0000020000 -1128.4926490000
  91	1658.2714013399 16000.0000000000 96.0000020000 -1129.1089110000
 155	1708.2714010899 16000.0000000000 90.0000025000 -1144.2926500000
 165	1708.2714010899 16000.0000000000 102.0000015000 -1148.8873120000
 192	1708.2714010899 16000.0000000000 96.0000020000 -1154.0297990000
 223	1727.0214009961 16000.0000000000 98.2500018125 -1161.5173480000
 243	1727.0214009961 16000.0000000000 98.0625018281 -1161.5264530000
 403	1728.3702779425 16000.0000000000 98.1320819005 -1162.0358870000
 484	1728.3714223517 16000.0000000000 98.1315325841 -1162.0363180000
 572	1728.3714432133 16000.0000000000 98.1316157326 -1162.0363250000
 645	1728.3714446103 16000.0000000000 98.1315611384 -1162.0363260000
1000	1728.3714446103 16000.0000000000 98.1315611384 -1162.0363260000
