1	59.284	55.598	2.611
2	-217.4	-449.8	62.805
3	-259.53	213.72	29.581
4	218.27	-273.79	31.676
5	22.745	-470.74	57.25
6	-124.67	-209.51	16.344
7	-298.89	271.42	40.881
8	-256.73	-325.05	44.449
9	-113.13	-78.483	5.245
10	-256.34	66.544	18.835
11	-403.75	518.27	108.88
12	510.72	-451.89	117.39
13	-161.82	-160.43	13.958
14	364.84	83.678	36.821
15	277.94	-226.69	33.247
16	599.87	590.45	177.18
17	41.958	-51.718	2.296
18	-105.23	352.04	34.745
19	-441.79	-13.592	49.461
20	593.85	-84.169	89.953
21	-138.38	-255.1	22.307
22	212.07	-259.64	29.094
23	27.155	-353.72	32.616
24	-132.89	265.12	22.684
25	-154.77	-222.25	20.012
26	-238.73	61.495	15.316
27	-320.76	441.32	75.893
28	324.09	-273.82	46.356
29	236.05	-224.39	27.505
30	537.67	292.51	95.448
31	41.958	-51.718	2.296
32	-33.501	304.49	24.407
33	-374.85	-20.187	36.156
34	416.16	-68.53	45.495
35	281.96	188.28	29.474
36	-198.04	-291.72	32.557
37	281.96	-51.718	21.241
38	41.958	188.28	10.466
39	-198.04	-51.718	11.898
40	41.958	-291.72	22.925
41	-41.234	-73.425	2.6964
42	193.56	-181.31	18.873
43	37.451	-197.75	11.159
44	22.001	222.7	14.443
45	-14.912	-107.05	4.5897
46	-192.11	24.557	10.453
47	-214.02	225.27	25.691
48	126.6	-94.492	7.6341
49	134.53	-178.96	14.071
50	479.98	8.1637	59.289
51	41.958	-51.718	2.296
52	60.367	184.89	10.73
53	-289.37	-27.995	21.578
54	134.35	-48.258	5.4222
55	161.96	68.282	8.7894
56	-78.042	-171.72	9.4953
57	161.96	-51.718	8.1556
58	41.958	68.282	2.4304
59	-78.042	-51.718	3.5668
60	41.958	-171.72	8.6129
61	51.335	90.22	3.4192
62	132.24	-82.429	7.2293
63	48.097	-28.864	1.7924
64	164.92	91.108	9.8751
65	132.12	13.029	6.3694
66	-47.64	-45.681	2.6397
67	-79.541	-80.464	4.7074
68	-60.84	82.551	3.5267
69	6.8326	-75.564	3.2917
70	283.02	-264.61	38.355
71	41.958	-51.718	2.296
72	140.47	-17.369	6.5998
73	-74.257	-44.442	2.4562
74	-123.45	-30.173	4.5641
75	65.313	28.54	2.4576
76	57.668	122.97	5.3808
77	254.13	-45.725	18.242
78	220.08	56.239	14.369
79	104.35	-104.77	6.6631
80	62.733	-332.94	30.671
81	-184.71	237.27	23.367
82	-91.218	33.155	3.2385
83	20.797	-477.8	58.229
84	42.926	-44.509	1.4642
85	176.92	-204.66	18.759
86	166.96	-57.077	7.9865
87	-336.72	-13.395	28.548
88	60.687	202.5	12.305
89	186.77	-523.06	78.221
90	-169.54	187.8	16.347
91	-155.9	102.32	10.071
92	-134.18	-514.08	71.95
93	43.797	-38.03	2.0242
94	178.42	-237.78	23.144
95	304.17	-63.59	25.609
96	-324.72	-16.513	27.695
97	282.93	195.49	29.583
98	-197.07	-284.51	31.604
99	282.93	-44.509	20.525
100	42.926	195.49	10.522
101	-197.07	-44.509	11.866
102	42.926	-284.51	21.208
103	58.312	200.57	11.735
104	214.34	-530.91	82.959
105	-89.508	61.513	3.9246
106	-133.06	76.486	7.2328
107	-244.03	-403.84	57.163
108	44.044	-36.443	1.0144
109	133.67	-144.93	10.662
110	391	-63.929	40.199
111	-224.04	-27.866	14.104
112	95.734	-189.24	12.269
113	-228.45	-150.38	20.261
114	44.267	-35.019	0.90193
115	349	-53.927	33.049
116	-87.964	150.01	7.8233
117	-179.69	121.88	12.613
118	44.467	-33.739	1.5214
119	284.27	204.98	31.663
120	-195.73	-275.02	28.936
121	284.27	-35.019	21.464
122	44.267	204.98	11.122
123	-195.73	-35.019	10.346
124	44.267	-275.02	19.485
125	-243.38	403.19	56.38
126	-60.358	336.23	30.59
127	44.612	-32.943	1.9827
128	164.27	84.981	10.121
129	-75.733	-155.02	9.3316
130	164.27	-35.019	7.4761
131	44.267	84.981	4.1791
132	-75.733	-35.019	1.8602
133	44.267	-155.02	8.4021
134	-301.13	536.23	96.066
135	83.78	494.35	63.515
136	44.483	-33.558	1.6303
137	104.27	24.981	4.1857
138	-15.733	-95.019	2.9706
139	104.27	-35.019	4.7967
140	44.267	24.981	1.2847
141	-15.733	-35.019	2.3002
142	44.267	-95.019	4.0815
143	-239.7	125.05	18.741
144	119.28	501.81	68.491
145	44.22	-35.23	0.85088
146	-53.428	-351.84	31.837
147	1.2205	344.43	30.632
148	43.984	-36.73	1.1531
149	104.22	24.77	4.0686
150	-15.78	-95.23	3.1251
151	104.22	-35.23	4.8589
152	44.22	24.77	1.4149
153	-15.78	-35.23	2.3456
154	44.22	-95.23	3.9551
155	116.88	-600	93.622
156	-129.43	42.602	5.8653
157	43.867	-37.638	1.7462
158	74.22	-5.2302	2.7086
159	14.22	-65.23	2.0697
160	74.22	-35.23	2.3144
161	44.22	-5.2302	2.3209
162	14.22	-35.23	1.4413
163	44.22	-65.23	3.0784
164	222.88	-396.72	52.172
165	-195.39	-239.66	24.101
166	43.976	-37.694	1.7891
167	59.22	-20.23	1.8302
168	29.22	-50.23	1.5088
169	59.22	-35.23	3.0567
170	44.22	-20.23	1.7534
171	29.22	-35.23	2.0949
172	44.22	-50.23	2.6766
173	199.96	-95.973	13.157
174	-120.35	-428.43	50.386
175	44.186	-37.186	1.4444
176	51.72	-27.73	1.7766
177	36.72	-42.73	1.5921
178	51.72	-35.23	1.8656
179	44.22	-27.73	0.9757
180	36.72	-35.23	1.1034
181	44.22	-42.73	1.5941
182	85.351	179.66	11.061
183	-46.96	-328.82	29.568
184	44.406	-36.117	0.98158
185	47.97	-31.48	1.1837
186	40.47	-38.98	1.0832
187	47.97	-35.23	2.5325
188	44.22	-31.48	2.6737
189	40.47	-35.23	2.629
190	44.22	-38.98	2.6051
191	-48.563	383.11	38.382
192	27.472	-45.844	2.0892
193	44.51	-34.455	1.1713
194	46.095	-33.355	1.8216
195	42.345	-37.105	1.8225
196	46.095	-35.23	2.3445
197	44.22	-33.355	1.7439
198	42.345	-35.23	1.8236
199	44.22	-37.105	1.3962
200	-143.45	200.5	16.644
201	102.45	210.98	14.738
202	44.416	-33.164	1.8692
203	45.157	-34.293	1.5593
204	43.282	-36.168	1.104
205	45.157	-35.23	1.4439
206	44.22	-34.293	1.1667
207	43.282	-35.23	1.0325
208	44.22	-36.168	0.93721
209	-191.86	-6.4198	10.045
210	119.98	371.25	38.898
211	44.267	-33.27	1.8013
212	44.688	-34.761	1.1538
213	43.751	-35.699	0.82968
214	-180.58	-198.97	18.999
215	102.52	372.43	38.652
216	43.885	-35.255	0.8175
217	-82.752	-326.89	29.313
218	48.225	207.6	12.061
219	43.544	-37.03	1.3677
220	44.823	-34.317	1.3648
221	42.948	-36.192	1.3306
222	44.823	-35.255	1.1597
223	43.885	-34.317	1.1316
224	42.948	-35.255	1.2715
225	43.885	-36.192	0.91674
226	55.207	-221.77	13.838
227	-2.8554	-27.359	2.0329
228	43.285	-37.358	1.6002
229	44.354	-34.786	0.99292
230	43.417	-35.724	0.953
231	44.354	-35.255	0.89011
232	43.885	-34.786	0.92789
233	43.417	-35.255	0.95527
234	43.885	-35.724	0.81333
