1	0	0	0
2	-275.96	-410.83	62.15
3	507.58	537.14	137.73
4	-588.33	-198.2	97.13
5	-360.04	-355.04	65.232
6	-425.2	-272.45	64.509
7	475.22	307.63	80.634
8	218.73	99.139	15.208
9	39.565	-142.17	6.7352
10	522.99	126.49	73.371
11	462.66	50.294	54.794
12	282.15	173.9	29.209
13	111.28	398.16	43.815
14	200.06	38.36	11.592
15	-489.67	567.42	140.87
16	340.76	-182.08	38.42
17	228.36	145.14	19.022
18	-142.38	430.19	51.876
19	512.13	-239.77	81.934
20	340.31	-300.66	52.281
21	0	0	0
22	-209.62	-261.39	28.505
23	422.95	533.9	117.33
24	-363.44	-179.46	41.892
25	-274.75	-335.89	48.121
26	-219.23	-220.39	24.908
27	346.05	188.13	39.366
28	381.18	77.686	38.809
29	437.04	35.892	49.981
30	215.51	121.48	16.157
31	99.335	244.17	18.735
32	-259.52	318.63	43.43
33	247.01	-151.55	22.357
34	-137.04	287.51	26.593
35	389.39	-147.14	45.237
36	310.44	-204.28	36.364
37	240	240	29.475
38	-240	-240	29.475
39	240	0	15.074
40	0	240	14.402
41	-240	0	15.074
42	0	-240	14.402
43	0	0	0
44	-123.3	-107.16	8.3342
45	186.94	373.3	44.559
46	-101.85	-152.72	9.3297
47	-151.11	-303.65	29.318
48	-33.232	-79.128	3.0426
49	178.77	28.901	9.1839
50	234.81	29.894	14.555
51	375.85	16.182	36.202
52	89.189	54.854	3.5837
53	47.941	31.099	1.1321
54	54.901	84.084	3.446
55	69.771	-77.853	3.6746
56	-98.886	94.319	5.6128
57	106.17	-3.9817	4.579
58	202.66	-87.534	13.201
59	120	120	9.0138
60	-120	-120	9.0138
61	120	0	3.7858
62	0	120	5.5996
63	-120	0	3.7858
64	0	-120	5.5996
65	0	0	0
66	-8.4967	48.338	1.045
67	-62.593	174.07	10.376
68	145.33	-65.577	7.8556
69	-30.834	-183.32	10.208
70	142.48	72.258	7.6824
71	-27.63	-124.4	5.8597
72	80.286	-26.525	2.6132
73	294.84	-2.274	22.767
74	-63.799	-7.7987	1.6247
75	-16.099	-164.66	6.9356
76	328.19	-148.77	33.466
77	-117.78	21.31	4.5558
78	-41.611	-94.236	3.0864
79	-184.69	125.46	14.041
80	56.411	52.62	1.6143
81	60	60	2.8142
82	-60	-60	2.8142
83	60	0	2.8524
84	0	60	1.8851
85	-60	0	2.8524
86	0	-60	1.8851
87	0	0	0
88	97.983	180.44	11.253
89	-269.81	-18.611	18.511
90	353.61	30.464	32.332
91	78.524	-32.805	2.4533
92	254.44	155.61	22.241
93	-203.71	-218.04	22.402
94	-66.174	-64.489	3.0877
95	107.83	-18.627	3.5607
96	-189.5	-63.965	10.832
97	-61.214	-225.15	14.585
98	480.54	-339.8	87.651
99	-217.72	92.359	14.527
100	15.224	-233.8	14.388
101	-343.18	144.96	35.411
102	-96.109	173.12	10.517
103	30	30	1.5599
104	-30	-30	1.5599
105	30	0	1.0707
106	0	30	1.9374
107	-30	0	1.0707
108	0	-30	1.9374
109	0	0	0
110	145.34	242.01	20.861
111	-319.4	-97.727	28.389
112	399.07	83.929	41.637
113	150.26	109.24	9.8593
114	234.16	159.22	21.14
115	-252.01	-209.12	28.568
116	-162.51	-70.123	8.3191
117	-63.893	-29.068	2.2968
118	-290.3	-71.599	23.074
119	-49.411	-182.13	10.56
120	219.55	-289.57	34.808
121	-248.37	124.36	21.27
122	56.314	-257.25	17.41
123	-220.59	91.467	15.468
124	-184.71	195.45	19.879
125	15	15	0.8244
126	-15	-15	0.8244
127	15	0	1.8159
128	0	15	1.4355
129	-15	0	1.8159
130	0	-15	1.4355
131	0	0	0
132	76.645	222.89	14.614
133	-113.55	-114.37	6.8738
134	271.58	61.385	20.241
135	132.86	163.43	12.567
136	98.115	99.054	6.3086
137	-190.5	-123.75	14.278
138	-123.11	-28.734	5.0803
139	-199.18	-32.337	10.982
140	-215.56	-61.542	13.881
141	-2.3067	-86.567	2.8417
142	-132.13	71.065	5.6431
143	-99.274	13.026	3.8076
144	63.585	-152.24	7.3155
145	8.7956	-7.611	1.5355
146	-158.24	78.959	8.5183
147	7.5	7.5	0.83501
148	-7.5	-7.5	0.83501
149	7.5	0	0.66743
150	0	7.5	0.45694
151	-7.5	0	0.66743
152	0	-7.5	0.45694
153	0	0	0
154	-13.324	141.81	5.3693
155	110.97	-98.926	6.8788
156	18.906	-21.272	1.9874
157	67.489	120.7	5.7332
158	-80.374	-32.477	3.0254
159	-77.273	10.306	2.6798
160	-58.41	21.868	1.695
161	-268.39	-30.724	19.037
162	16.205	-8.1208	1.8358
163	56.477	75.182	4.1781
164	-408.59	400.34	81.874
165	52.577	-123.41	6.0131
166	18.202	24.98	0.93953
167	210.81	-96.245	14.89
168	-111.23	-49.518	4.4472
169	3.75	3.75	0.283
170	-3.75	-3.75	0.283
171	3.75	0	1.8241
172	0	3.75	1.8859
173	-3.75	0	1.8241
174	0	-3.75	1.8859
175	0	0	0
176	-92.452	-6.1078	3.0606
177	223.64	-82.79	14.876
178	-211.48	-94.519	14.061
179	-6.874	20.929	1.632
180	-213.63	-145.36	18.32
181	39.299	128.06	5.4609
182	14.797	61.438	2.5242
183	-276.21	-15.582	20.112
184	206.03	40.816	12.24
185	97.918	183.76	11.472
186	-400.4	559.92	119.61
187	172.89	-195.18	18.968
188	-29.211	178.68	9.6554
189	276.4	-133.64	23.598
190	2.9039	-114.98	5.2102
191	1.875	1.875	1.0744
192	-1.875	-1.875	1.0744
193	1.875	0	1.3004
194	0	1.875	0.75835
195	-1.875	0	1.3004
196	0	-1.875	0.75835
197	0	0	0
198	-99.223	-129.4	7.8878
199	150.97	-43.524	6.3807
200	-309.1	-120.61	28.824
201	-73.154	-75.774	3.1593
202	-234.1	-238.68	28.979
203	69.272	175.22	10.063
204	61.52	65.669	3.2218
205	-238.5	-0.90718	14.447
206	287.83	65.567	23.051
207	70.718	176.75	10.085
208	-190.24	499.41	72.45
209	195.95	-241.79	25.119
210	-40.008	199.55	10.707
